state,district,floor-num,type,property-type,transaction-date,lot-size,bldg-size,size,report-date,price,ppm,address,scheme,tenure-type,tenure-period,bedroom-num
Kuala Lumpur,Mukim Petaling,20,condo,Condominium/Apartment,24/5/2004,0,0,,11/4/2011,155700,0,"B-10-7,JLN 3/149E ",ENDAH PURI CONDOMINIUM ,Pajakan,99,3
Kuala Lumpur,Mukim Petaling,20,condo,Condominium/Apartment,30/6/2006,0,0,,22/4/2011,279500,0,"A-14-05,JLN 3/149E ",ENDAH PURI CONDOMINIUM ,Pajakan,99,3
Kuala Lumpur,Mukim Petaling,,condo,Condominium/Apartment,7/6/2004,0,0,,16/5/2011,215200,0,"A-7-2,JLN 3/149E ",ENDAH PURI CONDOMINIUM ,Pajakan,99,3
Kuala Lumpur,Mukim Petaling,20,condo,Condominium/Apartment,1/10/2004,0,0,,7/7/2011,221000,0,"A-07-05,JLN 3/149E ",ENDAH PURI CONDOMINIUM ,Pajakan,99,3
Kuala Lumpur,Mukim Petaling,20,condo,Condominium/Apartment,15/10/2004,0,0,,8/7/2011,219400,0,"B-10-12,JLN 3/149E ",ENDAH PURI CONDOMINIUM ,Pajakan,99,3
Kuala Lumpur,Mukim Petaling,16,condo,Condominium/Apartment,21/5/2007,0,0,,21/7/2011,228000,0,"B-7-5,JLN 3/149E ",ENDAH PURI CONDOMINIUM ,Pajakan,99,3
Kuala Lumpur,Mukim Petaling,17,condo,Condominium/Apartment,7/8/2003,0,0,,11/4/2011,172868,0,"A-7-1,JLN 1/155B ",GREEN AVENUE KONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,17,condo,Condominium/Apartment,2/12/2010,0,0,,26/4/2011,300000,0,"B-2-8,JLN 1/155B ",GREEN AVENUE KONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,17,condo,Condominium/Apartment,5/9/2003,0,0,,9/5/2011,199880,0,"A-17-3A,JLN 1/155B ",GREEN AVENUE KONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,17,condo,Condominium/Apartment,21/8/2003,0,0,,8/7/2011,199880,0,"A-15-07,JLN 1/155B ",GREEN AVENUE KONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,17,condo,Condominium/Apartment,30/6/2002,0,0,,8/4/2011,181880,0,"D-17-8,JLN 1/155B ",GREENFIELD APARTMENT ,Kekal,,3
Kuala Lumpur,Mukim Batu,,condo,Condominium/Apartment,27/1/2007,0,0,,15/4/2011,1373000,0,"C-19-2,JALAN KIARA 5 ",HIJAUAN KIARA ,Kekal,,3
Kuala Lumpur,Mukim Batu,,condo,Condominium/Apartment,30/7/2005,0,0,,15/4/2011,1324000,0,"C-20-2,JALAN KIARA 5 ",HIJAUAN KIARA ,Kekal,,3
Kuala Lumpur,Mukim Batu,26,condo,Condominium/Apartment,10/8/2005,0,0,,19/5/2011,1267000,0,"B-23A-1,JALAN KIARA 5 ",HIJAUAN KIARA ,Kekal,,3
Kuala Lumpur,Mukim Batu,,condo,Condominium/Apartment,24/5/2005,0,0,,20/5/2011,1208000,0,"C-11-2,JALAN KIARA 5 ",HIJAUAN KIARA ,Kekal,,3
Kuala Lumpur,Mukim Batu,26,condo,Condominium/Apartment,5/1/2007,0,0,,25/5/2011,1287000,0,"C-13A-2,JALAN KIARA 5 ",HIJAUAN KIARA ,Kekal,,3
Kuala Lumpur,Mukim Batu,,condo,Condominium/Apartment,22/8/2005,0,0,,28/9/2011,1349000,0,"C-23A-2,JALAN KIARA 5 ",HIJAUAN KIARA ,Kekal,,3
Kuala Lumpur,Mukim Kuala Lumpur,12,condo,Condominium/Apartment,25/3/2004,0,0,,6/4/2011,257800,0,"J-07-02,JLN KETUMBAR ",KETUMBAR HILL ,Kekal,,3
Kuala Lumpur,Mukim Kuala Lumpur,12,condo,Condominium/Apartment,15/8/2003,0,0,,11/7/2011,232800,0,"J-8-8,JLN KETUMBAR ",KETUMBAR HILL ,Kekal,,3
Kuala Lumpur,Mukim Kuala Lumpur,12,condo,Condominium/Apartment,15/6/2004,0,0,,25/7/2011,217800,0,"J-11-06,JLN KETUMBAR ",KETUMBAR HILL ,Kekal,,3
Kuala Lumpur,Mukim Kuala Lumpur,12,condo,Condominium/Apartment,5/5/2004,0,0,,25/7/2011,216800,0,"F-03-14,JLN KETUMBAR ",KETUMBAR HILL ,Kekal,,3
Kuala Lumpur,Mukim Kuala Lumpur,12,condo,Condominium/Apartment,12/6/2003,0,0,,30/9/2011,227800,0,"J-07-08,JLN KETUMBAR ",KETUMBAR HILL ,Kekal,,3
Kuala Lumpur,Mukim Kuala Lumpur,,condo,Condominium/Apartment,22/11/1991,0,0,,24/6/2011,130000,0,"A-4-2, ",LE CHATEAU ,Kekal,,3
Kuala Lumpur,Mukim Batu,,condo,Condominium/Apartment,10/11/2005,0,0,,20/5/2011,99988,0,"3A-9,JALAN KELAPA ",MANDY COURT ,Pajakan,98,3
Kuala Lumpur,Mukim Batu,,condo,Condominium/Apartment,19/9/2005,0,0,,17/6/2011,99988,0,"3-7,JALAN KELAPA ",MANDY COURT ,Pajakan,98,3
Kuala Lumpur,Mukim Batu,11,condo,Condominium/Apartment,24/8/2003,0,0,,28/4/2011,159500,0,"B-6-9,JALAN SEGAMBUT ",MANDY VILLA ,Pajakan,98,3
Kuala Lumpur,Mukim Batu,11,condo,Condominium/Apartment,19/1/2004,0,0,,1/7/2011,173250,0,"A-4-7,JALAN SEGAMBUT ",MANDY VILLA ,Pajakan,98,3
Kuala Lumpur,Mukim Petaling,13,condo,Condominium/Apartment,11/4/2011,0,0,,12/7/2011,144000,0,"4-10-3,JLN 1/130 ",MEADOW PARK ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,19,condo,Condominium/Apartment,26/4/2004,0,0,,30/5/2011,480000,0,"5-14-7,JLN BINJAI OFF JLN AMPANG ",MENARA BINJAI ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,24,condo,Condominium/Apartment,6/6/1999,0,0,,6/6/2011,180000,0,"A-20-12,JLN GELUGOR ",MENARA KENANGA ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,22,condo,Condominium/Apartment,19/12/2005,0,0,,8/9/2011,144000,0,"2-18-10,JLN KASIPILLAY ",MENARA KLH ,Kekal,,3
Kuala Lumpur,Mukim Kuala Lumpur,13,condo,Condominium/Apartment,5/4/2006,0,0,,20/4/2011,200000,0,"78-1-5,JALAN 17/105 ",MIDAH HEIGHTS ,Kekal,,3
Kuala Lumpur,Mukim Kuala Lumpur,13,condo,Condominium/Apartment,24/6/2005,0,0,,27/4/2011,166000,0,"78-0-4,JALAN 17/105 ",MIDAH HEIGHTS ,Kekal,,3
Kuala Lumpur,Mukim Kuala Lumpur,20,condo,Condominium/Apartment,30/7/1996,0,0,,23/9/2011,130800,0,"16-12-02, MIDAH RIA,JLN MIDAH 8 ",MIDAH RIA APARTMENT ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,17,condo,Condominium/Apartment,12/2/2010,0,0,,6/5/2011,270000,0,"B13-12,JLN BERHALA ",PALM COURT ,Pajakan,85,3
Kuala Lumpur,Kuala Lumpur Town Centre,17,condo,Condominium/Apartment,31/12/1987,0,0,,6/5/2011,76000,0,"B-7-11,JLN BERHALA ",PALM COURT ,Pajakan,85,3
Kuala Lumpur,Mukim Petaling,11,condo,Condominium/Apartment,22/6/1992,0,0,,8/7/2011,84000,0,"B7-08,JLN 1/125E ",PANGSARIA PETALING ,Pajakan,97,3
Kuala Lumpur,Kuala Lumpur Town Centre,,condo,Condominium/Apartment,12/11/2002,0,0,,17/6/2011,208000,0,"B-9-19,JLN PEEL ",PLAZA 393 CITY APT ,Pajakan,99,3
Kuala Lumpur,Mukim Batu,25,condo,Condominium/Apartment,29/1/2010,0,0,,19/7/2011,314000,0,"A1-01-03,OFF JLN KUCHING ",SRI PUTRAMAS ,Kekal,,3
Kuala Lumpur,Mukim Kuala Lumpur,6,condo,Condominium/Apartment,4/4/2011,0,0,,19/5/2011,205000,0,"C-01-04,JLN RAHIM KAJAI 14 ",SRI TTDI ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,36,condo,Condominium/Apartment,4/7/2001,0,0,,15/4/2011,1008900,0,"A-28-3,JALAN STESEN SENTRAL ",SUASANA SENTRAL ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,,condo,Condominium/Apartment,2/6/2005,0,0,,28/4/2011,496672,0,"B-33-E, ",SUASANA SENTRAL ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,,condo,Condominium/Apartment,20/4/2005,0,0,,5/8/2011,459172,0,"B-18-5,JALAN STESEN SENTRAL 5 ",SUASANA SENTRAL LOFT CONDO ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,,condo,Condominium/Apartment,20/4/2005,0,0,,11/8/2011,369006,0,"A-13-06,JLN SENTRAL 5 ",SUASANA SENTRAL LOFT CONDO ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,38,condo,Condominium/Apartment,4/5/2005,0,0,,19/9/2011,652416,0,"B-19-443,JALAN STESEN SENTRAL 5 ",SUASANA SENTRAL LOFT CONDO ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,5,condo,Condominium/Apartment,11/7/2007,0,0,,25/5/2011,3770100,0,"A-3-1,JALAN TUN ISMAIL ",SUTERA BUKIT TUNKU ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,12,condo,Condominium/Apartment,14/12/2005,0,0,,27/5/2011,812000,0,"9-1,JALAN YAP KWAN SENG ",TARAGON YAP KWAN SENG ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,36,condo,Condominium/Apartment,19/5/2005,0,0,,6/4/2011,458921,0,"10-05,JALAN TUN RAZAK ",THE ORION ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,36,condo,Condominium/Apartment,2/1/2004,0,0,,6/4/2011,442292,0,"NO 32-02,JALAN TUN RAZAK ",THE ORION ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,36,condo,Condominium/Apartment,4/11/2004,0,0,,26/4/2011,482600,0,"18-07,JALAN TUN RAZAK ",THE ORION ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,36,condo,Condominium/Apartment,1/3/2004,0,0,,31/5/2011,453570,0,"NO 26-08,JALAN TUN RAZAK ",THE ORION ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,,condo,Condominium/Apartment,7/7/2003,0,0,,20/6/2011,405715,0,"19-07,JALAN TUN RAZAK ",THE ORION ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,36,condo,Condominium/Apartment,20/9/2004,0,0,,29/6/2011,346056,0,"NO 12-02,JALAN TUN RAZAK ",THE ORION ,Kekal,,3
Kuala Lumpur,Mukim Kuala Lumpur,11,condo,Condominium/Apartment,25/10/2000,0,0,,24/6/2011,249990,0,"B1003,JLN DESA UTAMA ",TIARA FABER ,Kekal,,3
Kuala Lumpur,Mukim Batu,,condo,Condominium/Apartment,13/3/2003,0,0,,14/9/2011,208800,0,"32A-1,LORONG UDANG PASIR 1 ",TMN EMAS ,Kekal,,3
Kuala Lumpur,Mukim Petaling,,condo,Condominium/Apartment,5/2/2002,0,0,,30/9/2011,141388,0,"A-12-3,JLN PUCHONG ",TMN SRI JATI APT ,Kekal,,3
Kuala Lumpur,Mukim Petaling,6,condo,Condominium/Apartment,16/9/1995,0,0,,2/6/2011,105000,0,"48-3-6,JALAN PERKASA ",VILLA MEWAH ,Pajakan,99,3
Kuala Lumpur,Mukim Petaling,4,condo,Condominium/Apartment,17/2/2004,0,0,,27/5/2011,400000,0,"C-5-2,JLN AWAN DANDAN ",VILLA OUG CONDO ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,28,condo,Condominium/Apartment,7/8/2007,0,0,,24/6/2011,184128,0,"33A-13-9,JLN TUN ISMAIL ",VILLA PUTRA ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,28,condo,Condominium/Apartment,7/8/2007,0,0,,24/6/2011,186928,0,"33A-14-9,JLN TUN ISMAIL ",VILLA PUTRA ,Kekal,,3
Kuala Lumpur,Mukim Kuala Lumpur,17,condo,Condominium/Apartment,24/12/2008,0,0,,28/9/2011,155000,0,"4-4-8,BUKIT KERINCI ",VISTA ANGKASA APARTMENT ,Pajakan,99,3
Kuala Lumpur,Mukim Petaling,29,condo,Condominium/Apartment,26/2/1996,0,0,,14/6/2011,192372,0,"B2-3-8,OFF L/RAYA KESAS ",VISTA KOMANWEL ,Kekal,,3
Kuala Lumpur,Mukim Petaling,18,condo,Condominium/Apartment,21/7/1997,0,0,,20/6/2011,248232,0,"C2-10-5,OFF L/RAYA KESAS ",VISTA KOMANWEL ,Kekal,,3
Kuala Lumpur,Mukim Petaling,,condo,Condominium/Apartment,11/1/1999,0,0,,30/6/2011,229104,0,"C1-17-3, ",VISTA KOMANWEL ,Kekal,,3
Kuala Lumpur,Mukim Petaling,30,condo,Condominium/Apartment,8/9/2005,0,0,,25/7/2011,190000,0,"B2-13-5,OFF L/RAYA KESAS ",VISTA KOMANWEL ,Kekal,,3
Kuala Lumpur,Mukim Petaling,30,condo,Condominium/Apartment,25/4/1996,0,0,,5/8/2011,214699,0,"B-25-3,OFF L/RAYA KESAS ",VISTA KOMANWEL ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,35,condo,Condominium/Apartment,23/9/2003,0,0,,27/5/2011,1231880,0,"33A-01,THE ORION CONDO ",(Not Available),Kekal,,3
